id,category,segment,serviceKey,propertyType,propertyKey,premise,sizeKey,service,subService,subServiceKey,contractPeriod,numberOfVisits,price,duration,experts,treatmentMethod,description,pestCovered,pestNotCovered,chemicalsUsed
APT_5BHK_GENERAL_30,Pest Control,Residential,general_pest_control_30_days,Apartment,apartment,5 BHK,5_bhk,General Pest Control 30 Days,Single,single,30 Days,1,999,30-45 mins,1,Chemical Spray & Gel Treatment,"Two-step pest control treatment for cockroaches, Ant, and common pests. Step 1: Chemical spray in kitchen & washroom,. Step 2: Gel treatment after 7 days in kitchen to target hidden pests and prevent re-infestation.","Cockroach,Ant,Spider,Moths,SilverFish,BooklicePsocids,Springtail,Earwigs,Centipedes,Millipede","Termite, Wood Boorer, BedBugs, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
APT_5BHK_GENERAL_90,Pest Control,Residential,general_pest_control_90_days,Apartment,apartment,5 BHK,5_bhk,General Pest Control 90 Days,Single,single,90 Days,1,1699,30-45 mins,1,Chemical Spray & Gel Treatment,"Two-step pest control treatment for cockroaches, Ant, and common pests. Step 1: Chemical spray in kitchen & washroom,. Step 2: Gel treatment after 7 days in kitchen to target hidden pests and prevent re-infestation.","Cockroach,Ant,Spider,Moths,SilverFish,BooklicePsocids,Springtail,Earwigs,Centipedes,Millipede","Termite, Wood Boorer, BedBugs, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
APT_5BHK_GENERAL_AMC,Pest Control,Residential,general_pest_control_amc,Apartment,apartment,5 BHK,5_bhk,General Pest Control AMC,Annual AMC,annual_amc,365 Days,3,4200,30-45 mins,1,Chemical Spray & Gel Treatment,"Two-step pest control treatment for cockroaches, Ant, and common pests. Step 1: Chemical spray in kitchen & washroom,. Step 2: Gel treatment after 7 days in kitchen to target hidden pests and prevent re-infestation.","Cockroach,Ant,Spider,Moths,SilverFish,BooklicePsocids,Springtail,Earwigs,Centipedes,Millipede","Termite, Wood Boorer, BedBugs, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
APT_6BHK_GENERAL_30,Pest Control,Residential,general_pest_control_30_days,Apartment,apartment,6 BHK,6_bhk,General Pest Control 30 Days,Single,single,30 Days,1,999,30-45 mins,1,Chemical Spray & Gel Treatment,"Two-step pest control treatment for cockroaches, Ant, and common pests. Step 1: Chemical spray in kitchen & washroom,. Step 2: Gel treatment after 7 days in kitchen to target hidden pests and prevent re-infestation.","Cockroach,Ant,Spider,Moths,SilverFish,BooklicePsocids,Springtail,Earwigs,Centipedes,Millipede","Termite, Wood Boorer, BedBugs, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
APT_6BHK_GENERAL_90,Pest Control,Residential,general_pest_control_90_days,Apartment,apartment,6 BHK,6_bhk,General Pest Control 90 Days,Single,single,90 Days,1,1999,30-45 mins,1,Chemical Spray & Gel Treatment,"Two-step pest control treatment for cockroaches, Ant, and common pests. Step 1: Chemical spray in kitchen & washroom,. Step 2: Gel treatment after 7 days in kitchen to target hidden pests and prevent re-infestation.","Cockroach,Ant,Spider,Moths,SilverFish,BooklicePsocids,Springtail,Earwigs,Centipedes,Millipede","Termite, Wood Boorer, BedBugs, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
APT_6BHK_GENERAL_AMC,Pest Control,Residential,general_pest_control_amc,Apartment,apartment,6 BHK,6_bhk,General Pest Control AMC,Annual AMC,annual_amc,365 Days,3,5800,30-45 mins,1,Chemical Spray & Gel Treatment,"Two-step pest control treatment for cockroaches, Ant, and common pests. Step 1: Chemical spray in kitchen & washroom,. Step 2: Gel treatment after 7 days in kitchen to target hidden pests and prevent re-infestation.","Cockroach,Ant,Spider,Moths,SilverFish,BooklicePsocids,Springtail,Earwigs,Centipedes,Millipede","Termite, Wood Boorer, BedBugs, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_750_1000_GENERAL_30,Pest Control,Residential,general_pest_control_30_days,Villa,villa,750 - 1000 Sqft,750_-_1000_sqft,General Pest Control 30 Days,Single,single,30 Days,1,999,30-45 mins,1,Chemical Spray & Gel Treatment,"Two-step pest control treatment for cockroaches, Ant, and common pests. Step 1: Chemical spray in kitchen & washroom,. Step 2: Gel treatment after 7 days in kitchen to target hidden pests and prevent re-infestation.","Cockroach,Ant,Spider,Moths,SilverFish,BooklicePsocids,Springtail,Earwigs,Centipedes,Millipede","Termite, Wood Boorer, BedBugs, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_750_1000_GENERAL_90,Pest Control,Residential,general_pest_control_90_days,Villa,villa,750 - 1000 Sqft,750_-_1000_sqft,General Pest Control 90 Days,Single,single,90 Days,1,1399,30-45 mins,1,Chemical Spray & Gel Treatment,"Two-step pest control treatment for cockroaches, Ant, and common pests. Step 1: Chemical spray in kitchen & washroom,. Step 2: Gel treatment after 7 days in kitchen to target hidden pests and prevent re-infestation.","Cockroach,Ant,Spider,Moths,SilverFish,BooklicePsocids,Springtail,Earwigs,Centipedes,Millipede","Termite, Wood Boorer, BedBugs, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_750_1000_GENERAL_AMC,Pest Control,Residential,general_pest_control_amc,Villa,villa,750 - 1000 Sqft,750_-_1000_sqft,General Pest Control AMC,Annual AMC,annual_amc,365 Days,3,3499,30-45 mins,1,Chemical Spray & Gel Treatment,"Two-step pest control treatment for cockroaches, Ant, and common pests. Step 1: Chemical spray in kitchen & washroom,. Step 2: Gel treatment after 7 days in kitchen to target hidden pests and prevent re-infestation.","Cockroach,Ant,Spider,Moths,SilverFish,BooklicePsocids,Springtail,Earwigs,Centipedes,Millipede","Termite, Wood Boorer, BedBugs, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_1000_2000_GENERAL_30,Pest Control,Residential,general_pest_control_30_days,Villa,villa,1000 - 2000 Sqft,1000_-_2000_sqft,General Pest Control 30 Days,Single,single,30 Days,1,999,30-45 mins,1,Chemical Spray & Gel Treatment,"Two-step pest control treatment for cockroaches, Ant, and common pests. Step 1: Chemical spray in kitchen & washroom,. Step 2: Gel treatment after 7 days in kitchen to target hidden pests and prevent re-infestation.","Cockroach,Ant,Spider,Moths,SilverFish,BooklicePsocids,Springtail,Earwigs,Centipedes,Millipede","Termite, Wood Boorer, BedBugs, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_1000_2000_GENERAL_90,Pest Control,Residential,general_pest_control_90_days,Villa,villa,1000 - 2000 Sqft,1000_-_2000_sqft,General Pest Control 90 Days,Single,single,90 Days,1,1699,30-45 mins,1,Chemical Spray & Gel Treatment,"Two-step pest control treatment for cockroaches, Ant, and common pests. Step 1: Chemical spray in kitchen & washroom,. Step 2: Gel treatment after 7 days in kitchen to target hidden pests and prevent re-infestation.","Cockroach,Ant,Spider,Moths,SilverFish,BooklicePsocids,Springtail,Earwigs,Centipedes,Millipede","Termite, Wood Boorer, BedBugs, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_1000_2000_GENERAL_AMC,Pest Control,Residential,general_pest_control_amc,Villa,villa,1000 - 2000 Sqft,1000_-_2000_sqft,General Pest Control AMC,Annual AMC,annual_amc,365 Days,3,5399,30-45 mins,1,Chemical Spray & Gel Treatment,"Two-step pest control treatment for cockroaches, Ant, and common pests. Step 1: Chemical spray in kitchen & washroom,. Step 2: Gel treatment after 7 days in kitchen to target hidden pests and prevent re-infestation.","Cockroach,Ant,Spider,Moths,SilverFish,BooklicePsocids,Springtail,Earwigs,Centipedes,Millipede","Termite, Wood Boorer, BedBugs, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_2000_3000_GENERAL_30,Pest Control,Residential,general_pest_control_30_days,Villa,villa,2000 - 3000 Sqft,2000_-_3000_sqft,General Pest Control 30 Days,Single,single,30 Days,1,999,30-45 mins,1,Chemical Spray & Gel Treatment,"Two-step pest control treatment for cockroaches, Ant, and common pests. Step 1: Chemical spray in kitchen & washroom,. Step 2: Gel treatment after 7 days in kitchen to target hidden pests and prevent re-infestation.","Cockroach,Ant,Spider,Moths,SilverFish,BooklicePsocids,Springtail,Earwigs,Centipedes,Millipede","Termite, Wood Boorer, BedBugs, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_2000_3000_GENERAL_90,Pest Control,Residential,general_pest_control_90_days,Villa,villa,2000 - 3000 Sqft,2000_-_3000_sqft,General Pest Control 90 Days,Single,single,90 Days,1,2199,30-45 mins,1,Chemical Spray & Gel Treatment,"Two-step pest control treatment for cockroaches, Ant, and common pests. Step 1: Chemical spray in kitchen & washroom,. Step 2: Gel treatment after 7 days in kitchen to target hidden pests and prevent re-infestation.","Cockroach,Ant,Spider,Moths,SilverFish,BooklicePsocids,Springtail,Earwigs,Centipedes,Millipede","Termite, Wood Boorer, BedBugs, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_2000_3000_GENERAL_AMC,Pest Control,Residential,general_pest_control_amc,Villa,villa,2000 - 3000 Sqft,2000_-_3000_sqft,General Pest Control AMC,Annual AMC,annual_amc,365 Days,3,6899,30-45 mins,1,Chemical Spray & Gel Treatment,"Two-step pest control treatment for cockroaches, Ant, and common pests. Step 1: Chemical spray in kitchen & washroom,. Step 2: Gel treatment after 7 days in kitchen to target hidden pests and prevent re-infestation.","Cockroach,Ant,Spider,Moths,SilverFish,BooklicePsocids,Springtail,Earwigs,Centipedes,Millipede","Termite, Wood Boorer, BedBugs, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_3000_4000_GENERAL_30,Pest Control,Residential,general_pest_control_30_days,Villa,villa,3000 - 4000 Sqft,3000_-_4000_sqft,General Pest Control 30 Days,Single,single,30 Days,1,999,30-45 mins,1,Chemical Spray & Gel Treatment,"Two-step pest control treatment for cockroaches, Ant, and common pests. Step 1: Chemical spray in kitchen & washroom,. Step 2: Gel treatment after 7 days in kitchen to target hidden pests and prevent re-infestation.","Cockroach,Ant,Spider,Moths,SilverFish,BooklicePsocids,Springtail,Earwigs,Centipedes,Millipede","Termite, Wood Boorer, BedBugs, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_3000_4000_GENERAL_90,Pest Control,Residential,general_pest_control_90_days,Villa,villa,3000 - 4000 Sqft,3000_-_4000_sqft,General Pest Control 90 Days,Single,single,90 Days,1,2699,30-45 mins,1,Chemical Spray & Gel Treatment,"Two-step pest control treatment for cockroaches, Ant, and common pests. Step 1: Chemical spray in kitchen & washroom,. Step 2: Gel treatment after 7 days in kitchen to target hidden pests and prevent re-infestation.","Cockroach,Ant,Spider,Moths,SilverFish,BooklicePsocids,Springtail,Earwigs,Centipedes,Millipede","Termite, Wood Boorer, BedBugs, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_3000_4000_GENERAL_AMC,Pest Control,Residential,general_pest_control_amc,Villa,villa,3000 - 4000 Sqft,3000_-_4000_sqft,General Pest Control AMC,Annual AMC,annual_amc,365 Days,3,7899,30-45 mins,1,Chemical Spray & Gel Treatment,"Two-step pest control treatment for cockroaches, Ant, and common pests. Step 1: Chemical spray in kitchen & washroom,. Step 2: Gel treatment after 7 days in kitchen to target hidden pests and prevent re-infestation.","Cockroach,Ant,Spider,Moths,SilverFish,BooklicePsocids,Springtail,Earwigs,Centipedes,Millipede","Termite, Wood Boorer, BedBugs, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_4000_5000_GENERAL_30,Pest Control,Residential,general_pest_control_30_days,Villa,villa,4000 - 5000 Sqft,4000_-_5000_sqft,General Pest Control 30 Days,Single,single,30 Days,1,999,30-45 mins,1,Chemical Spray & Gel Treatment,"Two-step pest control treatment for cockroaches, Ant, and common pests. Step 1: Chemical spray in kitchen & washroom,. Step 2: Gel treatment after 7 days in kitchen to target hidden pests and prevent re-infestation.","Cockroach,Ant,Spider,Moths,SilverFish,BooklicePsocids,Springtail,Earwigs,Centipedes,Millipede","Termite, Wood Boorer, BedBugs, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_4000_5000_GENERAL_90,Pest Control,Residential,general_pest_control_90_days,Villa,villa,4000 - 5000 Sqft,4000_-_5000_sqft,General Pest Control 90 Days,Single,single,90 Days,1,2999,30-45 mins,1,Chemical Spray & Gel Treatment,"Two-step pest control treatment for cockroaches, Ant, and common pests. Step 1: Chemical spray in kitchen & washroom,. Step 2: Gel treatment after 7 days in kitchen to target hidden pests and prevent re-infestation.","Cockroach,Ant,Spider,Moths,SilverFish,BooklicePsocids,Springtail,Earwigs,Centipedes,Millipede","Termite, Wood Boorer, BedBugs, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_4000_5000_GENERAL_AMC,Pest Control,Residential,general_pest_control_amc,Villa,villa,4000 - 5000 Sqft,4000_-_5000_sqft,General Pest Control AMC,Annual AMC,annual_amc,365 Days,3,8499,30-45 mins,1,Chemical Spray & Gel Treatment,"Two-step pest control treatment for cockroaches, Ant, and common pests. Step 1: Chemical spray in kitchen & washroom,. Step 2: Gel treatment after 7 days in kitchen to target hidden pests and prevent re-infestation.","Cockroach,Ant,Spider,Moths,SilverFish,BooklicePsocids,Springtail,Earwigs,Centipedes,Millipede","Termite, Wood Boorer, BedBugs, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_5000_6000_GENERAL_30,Pest Control,Residential,general_pest_control_30_days,Villa,villa,5000 - 6000 Sqft,5000_-_6000_sqft,General Pest Control 30 Days,Single,single,30 Days,1,999,30-45 mins,1,Chemical Spray & Gel Treatment,"Two-step pest control treatment for cockroaches, Ant, and common pests. Step 1: Chemical spray in kitchen & washroom,. Step 2: Gel treatment after 7 days in kitchen to target hidden pests and prevent re-infestation.","Cockroach,Ant,Spider,Moths,SilverFish,BooklicePsocids,Springtail,Earwigs,Centipedes,Millipede","Termite, Wood Boorer, BedBugs, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_5000_6000_GENERAL_90,Pest Control,Residential,general_pest_control_90_days,Villa,villa,5000 - 6000 Sqft,5000_-_6000_sqft,General Pest Control 90 Days,Single,single,90 Days,1,3499,30-45 mins,1,Chemical Spray & Gel Treatment,"Two-step pest control treatment for cockroaches, Ant, and common pests. Step 1: Chemical spray in kitchen & washroom,. Step 2: Gel treatment after 7 days in kitchen to target hidden pests and prevent re-infestation.","Cockroach,Ant,Spider,Moths,SilverFish,BooklicePsocids,Springtail,Earwigs,Centipedes,Millipede","Termite, Wood Boorer, BedBugs, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_5000_6000_GENERAL_AMC,Pest Control,Residential,general_pest_control_amc,Villa,villa,5000 - 6000 Sqft,5000_-_6000_sqft,General Pest Control AMC,Annual AMC,annual_amc,365 Days,3,9499,30-45 mins,1,Chemical Spray & Gel Treatment,"Two-step pest control treatment for cockroaches, Ant, and common pests. Step 1: Chemical spray in kitchen & washroom,. Step 2: Gel treatment after 7 days in kitchen to target hidden pests and prevent re-infestation.","Cockroach,Ant,Spider,Moths,SilverFish,BooklicePsocids,Springtail,Earwigs,Centipedes,Millipede","Termite, Wood Boorer, BedBugs, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
CHAWL_ROOM_100_BED_BUGS,Pest Control,Residential,bed_bugs_control_45_days,Room,room,100 Sqft,100_sqft,Bed Bugs Control 45 Days,2 Services,2_services,45 Days,2,1799,1Hr-1Hr 45 mins,1,Chemical Spray,"Our BedBugs Control service includes 2 visits for complete elimination of BedBugs from your home. The spray is applied to all infested areas such as beds, sofas, chairs, tables, doors, wardrobes, pillows, cabinets, switchboards, and wiring points.",BedBugs,"Cockroach, Ant, Spider, Moths, and other small Crawling Insects, Termite, Wood Boorer, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
