id,category,segment,serviceKey,propertyType,propertyKey,premise,sizeKey,service,subService,subServiceKey,contractPeriod,numberOfVisits,price,duration,experts,treatmentMethod,description,pestCovered,pestNotCovered,chemicalsUsed
CHAWL_ROOM_100_350_BED_BUGS,Pest Control,Residential,bed_bugs_control_45_days,Room,room,100 - 350 Sqft,100_-_350_sqft,Bed Bugs Control 45 Days,2 Services,2_services,45 Days,2,1999,1Hr-1Hr 45 mins,1,Chemical Spray,"Our BedBugs Control service includes 2 visits for complete elimination of BedBugs from your home. The spray is applied to all infested areas such as beds, sofas, chairs, tables, doors, wardrobes, pillows, cabinets, switchboards, and wiring points.",BedBugs,"Cockroach, Ant, Spider, Moths, and other small Crawling Insects, Termite, Wood Boorer, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
APT_1RK_BED_BUGS,Pest Control,Residential,bed_bugs_control_45_days,Apartment,apartment,1 RK,1_rk,Bed Bugs Control 45 Days,2 Services,2_services,45 Days,2,2199,1Hr-1Hr 45 mins,1,Chemical Spray,"Our BedBugs Control service includes 2 visits for complete elimination of BedBugs from your home. The spray is applied to all infested areas such as beds, sofas, chairs, tables, doors, wardrobes, pillows, cabinets, switchboards, and wiring points.",BedBugs,"Cockroach, Ant, Spider, Moths, and other small Crawling Insects, Termite, Wood Boorer, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
APT_1BHK_BED_BUGS,Pest Control,Residential,bed_bugs_control_45_days,Apartment,apartment,1 BHK,1_bhk,Bed Bugs Control 45 Days,2 Services,2_services,45 Days,2,2499,1Hr-1Hr 45 mins,1,Chemical Spray,"Our BedBugs Control service includes 2 visits for complete elimination of BedBugs from your home. The spray is applied to all infested areas such as beds, sofas, chairs, tables, doors, wardrobes, pillows, cabinets, switchboards, and wiring points.",BedBugs,"Cockroach, Ant, Spider, Moths, and other small Crawling Insects, Termite, Wood Boorer, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
APT_2BHK_BED_BUGS,Pest Control,Residential,bed_bugs_control_45_days,Apartment,apartment,2 BHK,2_bhk,Bed Bugs Control 45 Days,2 Services,2_services,45 Days,2,2899,1Hr-1Hr 45 mins,1,Chemical Spray,"Our BedBugs Control service includes 2 visits for complete elimination of BedBugs from your home. The spray is applied to all infested areas such as beds, sofas, chairs, tables, doors, wardrobes, pillows, cabinets, switchboards, and wiring points.",BedBugs,"Cockroach, Ant, Spider, Moths, and other small Crawling Insects, Termite, Wood Boorer, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
APT_3BHK_BED_BUGS,Pest Control,Residential,bed_bugs_control_45_days,Apartment,apartment,3 BHK,3_bhk,Bed Bugs Control 45 Days,2 Services,2_services,45 Days,2,3799,1Hr-1Hr 45 mins,2,Chemical Spray,"Our BedBugs Control service includes 2 visits for complete elimination of BedBugs from your home. The spray is applied to all infested areas such as beds, sofas, chairs, tables, doors, wardrobes, pillows, cabinets, switchboards, and wiring points.",BedBugs,"Cockroach, Ant, Spider, Moths, and other small Crawling Insects, Termite, Wood Boorer, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
APT_4BHK_BED_BUGS,Pest Control,Residential,bed_bugs_control_45_days,Apartment,apartment,4 BHK,4_bhk,Bed Bugs Control 45 Days,2 Services,2_services,45 Days,2,4899,1Hr-1Hr 45 mins,2,Chemical Spray,"Our BedBugs Control service includes 2 visits for complete elimination of BedBugs from your home. The spray is applied to all infested areas such as beds, sofas, chairs, tables, doors, wardrobes, pillows, cabinets, switchboards, and wiring points.",BedBugs,"Cockroach, Ant, Spider, Moths, and other small Crawling Insects, Termite, Wood Boorer, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
APT_5BHK_BED_BUGS,Pest Control,Residential,bed_bugs_control_45_days,Apartment,apartment,5 BHK,5_bhk,Bed Bugs Control 45 Days,2 Services,2_services,45 Days,2,5899,1Hr-1Hr 45 mins,2,Chemical Spray,"Our BedBugs Control service includes 2 visits for complete elimination of BedBugs from your home. The spray is applied to all infested areas such as beds, sofas, chairs, tables, doors, wardrobes, pillows, cabinets, switchboards, and wiring points.",BedBugs,"Cockroach, Ant, Spider, Moths, and other small Crawling Insects, Termite, Wood Boorer, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
APT_6BHK_BED_BUGS,Pest Control,Residential,bed_bugs_control_45_days,Apartment,apartment,6 BHK,6_bhk,Bed Bugs Control 45 Days,2 Services,2_services,45 Days,2,6499,1Hr-1Hr 45 mins,2,Chemical Spray,"Our BedBugs Control service includes 2 visits for complete elimination of BedBugs from your home. The spray is applied to all infested areas such as beds, sofas, chairs, tables, doors, wardrobes, pillows, cabinets, switchboards, and wiring points.",BedBugs,"Cockroach, Ant, Spider, Moths, and other small Crawling Insects, Termite, Wood Boorer, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_750_1000_BED_BUGS,Pest Control,Residential,bed_bugs_control_45_days,Villa,villa,750 - 1000 Sqft,750_-_1000_sqft,Bed Bugs Control 45 Days,2 Services,2_services,45 Days,2,4599,1Hr-1Hr 45 mins,2,Chemical Spray,"Our BedBugs Control service includes 2 visits for complete elimination of BedBugs from your home. The spray is applied to all infested areas such as beds, sofas, chairs, tables, doors, wardrobes, pillows, cabinets, switchboards, and wiring points.",BedBugs,"Cockroach, Ant, Spider, Moths, and other small Crawling Insects, Termite, Wood Boorer, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_1000_2000_BED_BUGS,Pest Control,Residential,bed_bugs_control_45_days,Villa,villa,1000 - 2000 Sqft,1000_-_2000_sqft,Bed Bugs Control 45 Days,2 Services,2_services,45 Days,2,5899,1Hr-1Hr 45 mins,2,Chemical Spray,"Our BedBugs Control service includes 2 visits for complete elimination of BedBugs from your home. The spray is applied to all infested areas such as beds, sofas, chairs, tables, doors, wardrobes, pillows, cabinets, switchboards, and wiring points.",BedBugs,"Cockroach, Ant, Spider, Moths, and other small Crawling Insects, Termite, Wood Boorer, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_2000_3000_BED_BUGS,Pest Control,Residential,bed_bugs_control_45_days,Villa,villa,2000 - 3000 Sqft,2000_-_3000_sqft,Bed Bugs Control 45 Days,2 Services,2_services,45 Days,2,7899,1Hr-1Hr 45 mins,2,Chemical Spray,"Our BedBugs Control service includes 2 visits for complete elimination of BedBugs from your home. The spray is applied to all infested areas such as beds, sofas, chairs, tables, doors, wardrobes, pillows, cabinets, switchboards, and wiring points.",BedBugs,"Cockroach, Ant, Spider, Moths, and other small Crawling Insects, Termite, Wood Boorer, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_3000_4000_BED_BUGS,Pest Control,Residential,bed_bugs_control_45_days,Villa,villa,3000 - 4000 Sqft,3000_-_4000_sqft,Bed Bugs Control 45 Days,2 Services,2_services,45 Days,2,8999,1Hr-1Hr 45 mins,2,Chemical Spray,"Our BedBugs Control service includes 2 visits for complete elimination of BedBugs from your home. The spray is applied to all infested areas such as beds, sofas, chairs, tables, doors, wardrobes, pillows, cabinets, switchboards, and wiring points.",BedBugs,"Cockroach, Ant, Spider, Moths, and other small Crawling Insects, Termite, Wood Boorer, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_4000_5000_BED_BUGS,Pest Control,Residential,bed_bugs_control_45_days,Villa,villa,4000 - 5000 Sqft,4000_-_5000_sqft,Bed Bugs Control 45 Days,2 Services,2_services,45 Days,2,10199,1Hr-1Hr 45 mins,2,Chemical Spray,"Our BedBugs Control service includes 2 visits for complete elimination of BedBugs from your home. The spray is applied to all infested areas such as beds, sofas, chairs, tables, doors, wardrobes, pillows, cabinets, switchboards, and wiring points.",BedBugs,"Cockroach, Ant, Spider, Moths, and other small Crawling Insects, Termite, Wood Boorer, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_5000_6000_BED_BUGS,Pest Control,Residential,bed_bugs_control_45_days,Villa,villa,5000 - 6000 Sqft,5000_-_6000_sqft,Bed Bugs Control 45 Days,2 Services,2_services,45 Days,2,12599,1Hr-1Hr 45 mins,2,Chemical Spray,"Our BedBugs Control service includes 2 visits for complete elimination of BedBugs from your home. The spray is applied to all infested areas such as beds, sofas, chairs, tables, doors, wardrobes, pillows, cabinets, switchboards, and wiring points.",BedBugs,"Cockroach, Ant, Spider, Moths, and other small Crawling Insects, Termite, Wood Boorer, Fleas, Flyes, Lizards, Balnket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
CHAWL_ROOM_100_TERMITE_AMC,Pest Control,Residential,termite_treatment_amc,Room,room,100 Sqft,100_sqft,Termite Treatment AMC,Annual AMC,annual_amc,365 Days,3,1999,1Hr-1Hr 45 mins,1,"Drill, Chemical Inject & Spot Treatment",Deep termite treatment using drill & chemical injection method to eliminate colonies and prevent re-infestation.,Termite,"BedBugs, Cockroach, Ant, Spider, Moths, and other small Crawling Insects , Fleas, Flyes, Lizards, Blanket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
CHAWL_ROOM_100_350_TERMITE_AMC,Pest Control,Residential,termite_treatment_amc,Room,room,100 - 350 Sqft,100_-_350_sqft,Termite Treatment AMC,Annual AMC,annual_amc,365 Days,3,2399,1Hr-1Hr 45 mins,1,"Drill, Chemical Inject & Spot Treatment",Deep termite treatment using drill & chemical injection method to eliminate colonies and prevent re-infestation.,Termite,"BedBugs, Cockroach, Ant, Spider, Moths, and other small Crawling Insects , Fleas, Flyes, Lizards, Blanket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
APT_1RK_TERMITE_AMC,Pest Control,Residential,termite_treatment_amc,Apartment,apartment,1 RK,1_rk,Termite Treatment AMC,Annual AMC,annual_amc,365 Days,3,2399,1Hr-1Hr 45 mins,1,"Drill, Chemical Inject & Spot Treatment",Deep termite treatment using drill & chemical injection method to eliminate colonies and prevent re-infestation.,Termite,"BedBugs, Cockroach, Ant, Spider, Moths, and other small Crawling Insects , Fleas, Flyes, Lizards, Blanket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
APT_1BHK_TERMITE_AMC,Pest Control,Residential,termite_treatment_amc,Apartment,apartment,1 BHK,1_bhk,Termite Treatment AMC,Annual AMC,annual_amc,365 Days,3,2799,1Hr-1Hr 45 mins,1,"Drill, Chemical Inject & Spot Treatment",Deep termite treatment using drill & chemical injection method to eliminate colonies and prevent re-infestation.,Termite,"BedBugs, Cockroach, Ant, Spider, Moths, and other small Crawling Insects , Fleas, Flyes, Lizards, Blanket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
APT_2BHK_TERMITE_AMC,Pest Control,Residential,termite_treatment_amc,Apartment,apartment,2 BHK,2_bhk,Termite Treatment AMC,Annual AMC,annual_amc,365 Days,3,3499,1Hr-1Hr 45 mins,2,"Drill, Chemical Inject & Spot Treatment",Deep termite treatment using drill & chemical injection method to eliminate colonies and prevent re-infestation.,Termite,"BedBugs, Cockroach, Ant, Spider, Moths, and other small Crawling Insects , Fleas, Flyes, Lizards, Blanket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
APT_3BHK_TERMITE_AMC,Pest Control,Residential,termite_treatment_amc,Apartment,apartment,3 BHK,3_bhk,Termite Treatment AMC,Annual AMC,annual_amc,365 Days,3,5199,1Hr-1Hr 45 mins,2,"Drill, Chemical Inject & Spot Treatment",Deep termite treatment using drill & chemical injection method to eliminate colonies and prevent re-infestation.,Termite,"BedBugs, Cockroach, Ant, Spider, Moths, and other small Crawling Insects , Fleas, Flyes, Lizards, Blanket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
APT_4BHK_TERMITE_AMC,Pest Control,Residential,termite_treatment_amc,Apartment,apartment,4 BHK,4_bhk,Termite Treatment AMC,Annual AMC,annual_amc,365 Days,3,6899,1Hr-1Hr 45 mins,2,"Drill, Chemical Inject & Spot Treatment",Deep termite treatment using drill & chemical injection method to eliminate colonies and prevent re-infestation.,Termite,"BedBugs, Cockroach, Ant, Spider, Moths, and other small Crawling Insects , Fleas, Flyes, Lizards, Blanket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
APT_5BHK_TERMITE_AMC,Pest Control,Residential,termite_treatment_amc,Apartment,apartment,5 BHK,5_bhk,Termite Treatment AMC,Annual AMC,annual_amc,365 Days,3,7499,1Hr-1Hr 45 mins,2,"Drill, Chemical Inject & Spot Treatment",Deep termite treatment using drill & chemical injection method to eliminate colonies and prevent re-infestation.,Termite,"BedBugs, Cockroach, Ant, Spider, Moths, and other small Crawling Insects , Fleas, Flyes, Lizards, Blanket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
APT_6BHK_TERMITE_AMC,Pest Control,Residential,termite_treatment_amc,Apartment,apartment,6 BHK,6_bhk,Termite Treatment AMC,Annual AMC,annual_amc,365 Days,3,8299,1Hr-1Hr 45 mins,2,"Drill, Chemical Inject & Spot Treatment",Deep termite treatment using drill & chemical injection method to eliminate colonies and prevent re-infestation.,Termite,"BedBugs, Cockroach, Ant, Spider, Moths, and other small Crawling Insects , Fleas, Flyes, Lizards, Blanket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_750_1000_TERMITE_AMC,Pest Control,Residential,termite_treatment_amc,Villa,villa,750 - 1000 Sqft,750_-_1000_sqft,Termite Treatment AMC,Annual AMC,annual_amc,365 Days,3,3899,1Hr-1Hr 45 mins,2,"Drill, Chemical Inject & Spot Treatment",Deep termite treatment using drill & chemical injection method to eliminate colonies and prevent re-infestation.,Termite,"BedBugs, Cockroach, Ant, Spider, Moths, and other small Crawling Insects , Fleas, Flyes, Lizards, Blanket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_1000_2000_TERMITE_AMC,Pest Control,Residential,termite_treatment_amc,Villa,villa,1000 - 2000 Sqft,1000_-_2000_sqft,Termite Treatment AMC,Annual AMC,annual_amc,365 Days,3,6899,1Hr-1Hr 45 mins,2,"Drill, Chemical Inject & Spot Treatment",Deep termite treatment using drill & chemical injection method to eliminate colonies and prevent re-infestation.,Termite,"BedBugs, Cockroach, Ant, Spider, Moths, and other small Crawling Insects , Fleas, Flyes, Lizards, Blanket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_2000_3000_TERMITE_AMC,Pest Control,Residential,termite_treatment_amc,Villa,villa,2000 - 3000 Sqft,2000_-_3000_sqft,Termite Treatment AMC,Annual AMC,annual_amc,365 Days,3,8299,1Hr-1Hr 45 mins,2,"Drill, Chemical Inject & Spot Treatment",Deep termite treatment using drill & chemical injection method to eliminate colonies and prevent re-infestation.,Termite,"BedBugs, Cockroach, Ant, Spider, Moths, and other small Crawling Insects , Fleas, Flyes, Lizards, Blanket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_3000_4000_TERMITE_AMC,Pest Control,Residential,termite_treatment_amc,Villa,villa,3000 - 4000 Sqft,3000_-_4000_sqft,Termite Treatment AMC,Annual AMC,annual_amc,365 Days,3,10199,1Hr-1Hr 45 mins,2,"Drill, Chemical Inject & Spot Treatment",Deep termite treatment using drill & chemical injection method to eliminate colonies and prevent re-infestation.,Termite,"BedBugs, Cockroach, Ant, Spider, Moths, and other small Crawling Insects , Fleas, Flyes, Lizards, Blanket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_4000_5000_TERMITE_AMC,Pest Control,Residential,termite_treatment_amc,Villa,villa,4000 - 5000 Sqft,4000_-_5000_sqft,Termite Treatment AMC,Annual AMC,annual_amc,365 Days,3,15899,1Hr-1Hr 45 mins,2,"Drill, Chemical Inject & Spot Treatment",Deep termite treatment using drill & chemical injection method to eliminate colonies and prevent re-infestation.,Termite,"BedBugs, Cockroach, Ant, Spider, Moths, and other small Crawling Insects , Fleas, Flyes, Lizards, Blanket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
VILLA_5000_6000_TERMITE_AMC,Pest Control,Residential,termite_treatment_amc,Villa,villa,5000 - 6000 Sqft,5000_-_6000_sqft,Termite Treatment AMC,Annual AMC,annual_amc,365 Days,3,17899,1Hr-1Hr 45 mins,2,"Drill, Chemical Inject & Spot Treatment",Deep termite treatment using drill & chemical injection method to eliminate colonies and prevent re-infestation.,Termite,"BedBugs, Cockroach, Ant, Spider, Moths, and other small Crawling Insects , Fleas, Flyes, Lizards, Blanket worms, Mosquitoes , Flying Insects, Honey Bees, Bettles, Carpenter Ant, White Ant, Rat, Mice, Bandicoots, Ticks, Pigeons, Squirrels, Wasps / Hornets & Bees",Odour or Odurless as per customer request. Incase of high pest infestation Odour Chemical is recommanded for quick response. All chemicals are Government & CIB Chemical Insecticide Board of India approved.
